tf,anchor_shift,bar_time,currency,S
H4,35,2025.09.19 00:00,CAD,58.5627141036
H4,35,2025.09.19 00:00,AUD,38.0256610012
H4,35,2025.09.19 00:00,NZD,42.9350175413
H4,36,2025.09.18 20:00,USD,64.4982001246
H4,36,2025.09.18 20:00,EUR,59.0029328522
H4,36,2025.09.18 20:00,GBP,36.0336165840
H4,36,2025.09.18 20:00,JPY,47.1407627550
H4,36,2025.09.18 20:00,CHF,61.4402521808
H4,36,2025.09.18 20:00,CAD,63.9374574305
H4,36,2025.09.18 20:00,AUD,32.7264029399
H4,36,2025.09.18 20:00,NZD,35.2203751330
H4,37,2025.09.18 16:00,USD,76.6704140011
H4,37,2025.09.18 16:00,EUR,57.9499275170
H4,37,2025.09.18 16:00,GBP,32.7385881607
H4,37,2025.09.18 16:00,JPY,47.7625558840
H4,37,2025.09.18 16:00,CHF,52.7292028338
H4,37,2025.09.18 16:00,CAD,66.8802613538
H4,37,2025.09.18 16:00,AUD,36.0480545930
H4,37,2025.09.18 16:00,NZD,29.2209956568
H4,38,2025.09.18 12:00,USD,70.2636093507
H4,38,2025.09.18 12:00,EUR,54.3309346534
H4,38,2025.09.18 12:00,GBP,47.3988351794
H4,38,2025.09.18 12:00,JPY,29.6372301803
H4,38,2025.09.18 12:00,CHF,51.4222600302
H4,38,2025.09.18 12:00,CAD,66.6928294600
H4,38,2025.09.18 12:00,AUD,47.7336811013
H4,38,2025.09.18 12:00,NZD,32.5206200447
H4,39,2025.09.18 08:00,USD,55.5037694856
H4,39,2025.09.18 08:00,EUR,72.6546660274
H4,39,2025.09.18 08:00,GBP,70.3481680690
H4,39,2025.09.18 08:00,JPY,30.8472909992
H4,39,2025.09.18 08:00,CHF,65.3381592450
H4,39,2025.09.18 08:00,CAD,51.3530990723
H4,39,2025.09.18 08:00,AUD,40.6215137682
H4,39,2025.09.18 08:00,NZD,13.3333333333
H4,40,2025.09.18 04:00,USD,68.5116605124
H4,40,2025.09.18 04:00,EUR,53.7970240898
H4,40,2025.09.18 04:00,GBP,57.2053737565
H4,40,2025.09.18 04:00,JPY,49.1008705768
H4,40,2025.09.18 04:00,CHF,53.1997187752
H4,40,2025.09.18 04:00,CAD,64.2417291637
H4,40,2025.09.18 04:00,AUD,31.5626707445
H4,40,2025.09.18 04:00,NZD,22.3809523810
H4,41,2025.09.18 00:00,USD,60.0628564881
H4,41,2025.09.18 00:00,EUR,59.7880539410
H4,41,2025.09.18 00:00,GBP,54.8762543617
H4,41,2025.09.18 00:00,JPY,47.1019383504
H4,41,2025.09.18 00:00,CHF,62.5649605751
H4,41,2025.09.18 00:00,CAD,60.1979202547
H4,41,2025.09.18 00:00,AUD,38.2605057060
H4,41,2025.09.18 00:00,NZD,17.1475103231
H4,42,2025.09.17 20:00,USD,55.1706823009
H4,42,2025.09.17 20:00,EUR,47.7693642416
H4,42,2025.09.17 20:00,GBP,48.6683218189
H4,42,2025.09.17 20:00,JPY,42.6866050152
H4,42,2025.09.17 20:00,CHF,67.9936959819
H4,42,2025.09.17 20:00,CAD,53.9939010718
H4,42,2025.09.17 20:00,AUD,36.7882107072
H4,42,2025.09.17 20:00,NZD,46.9292188624
H4,43,2025.09.17 16:00,USD,41.1522405347
H4,43,2025.09.17 16:00,EUR,66.1508417345
H4,43,2025.09.17 16:00,GBP,67.6935999356
H4,43,2025.09.17 16:00,JPY,69.9293027310
H4,43,2025.09.17 16:00,CHF,63.8179243974
H4,43,2025.09.17 16:00,CAD,38.3667558440
H4,43,2025.09.17 16:00,AUD,24.7690063670
H4,43,2025.09.17 16:00,NZD,28.1203284556
H4,44,2025.09.17 12:00,USD,31.0286027070
H4,44,2025.09.17 12:00,EUR,45.2289458520
H4,44,2025.09.17 12:00,GBP,56.1450346469
H4,44,2025.09.17 12:00,JPY,60.4618583191
H4,44,2025.09.17 12:00,CHF,59.2768680367
H4,44,2025.09.17 12:00,CAD,40.1519086738
H4,44,2025.09.17 12:00,AUD,48.9980696382
H4,44,2025.09.17 12:00,NZD,58.7087121262
H4,45,2025.09.17 08:00,USD,45.2044318693
H4,45,2025.09.17 08:00,EUR,56.7963974695
H4,45,2025.09.17 08:00,GBP,51.6872326310
H4,45,2025.09.17 08:00,JPY,66.4207817522
H4,45,2025.09.17 08:00,CHF,70.1068891907
H4,45,2025.09.17 08:00,CAD,45.8772140702
H4,45,2025.09.17 08:00,AUD,35.8446860139
H4,45,2025.09.17 08:00,NZD,28.0623670031
H4,46,2025.09.17 04:00,USD,43.0655575495
H4,46,2025.09.17 04:00,EUR,66.6042703052
H4,46,2025.09.17 04:00,GBP,47.9050991228
H4,46,2025.09.17 04:00,JPY,58.8715186860
H4,46,2025.09.17 04:00,CHF,60.4159011643
H4,46,2025.09.17 04:00,CAD,44.4135444510
H4,46,2025.09.17 04:00,AUD,38.8039869538
H4,46,2025.09.17 04:00,NZD,39.9201217674
H4,47,2025.09.17 00:00,USD,41.0615687414
H4,47,2025.09.17 00:00,EUR,63.4877405676
H4,47,2025.09.17 00:00,GBP,51.0291984664
H4,47,2025.09.17 00:00,JPY,47.3015723088
H4,47,2025.09.17 00:00,CHF,61.4285714286
H4,47,2025.09.17 00:00,CAD,56.4928130787
H4,47,2025.09.17 00:00,AUD,45.4526491258
H4,47,2025.09.17 00:00,NZD,33.7458862829
H4,48,2025.09.16 20:00,USD,25.1402856992
H4,48,2025.09.16 20:00,EUR,64.2839068317
H4,48,2025.09.16 20:00,GBP,34.2909791912
H4,48,2025.09.16 20:00,JPY,57.3193657801
H4,48,2025.09.16 20:00,CHF,82.8571428571
H4,48,2025.09.16 20:00,CAD,45.9645514171
H4,48,2025.09.16 20:00,AUD,43.0808724802
H4,48,2025.09.16 20:00,NZD,47.0628957433
H4,49,2025.09.16 16:00,USD,18.1236058645
H4,49,2025.09.16 16:00,EUR,74.2228397719
H4,49,2025.09.16 16:00,GBP,46.9146446419
H4,49,2025.09.16 16:00,JPY,57.7628311254
H4,49,2025.09.16 16:00,CHF,80.0000000000
H4,49,2025.09.16 16:00,CAD,45.5526602320
H4,49,2025.09.16 16:00,AUD,37.1386473701
H4,49,2025.09.16 16:00,NZD,40.2847709942
H4,50,2025.09.16 12:00,USD,27.5713064751
H4,50,2025.09.16 12:00,EUR,68.9406146740
H4,50,2025.09.16 12:00,GBP,54.1950712865
H4,50,2025.09.16 12:00,JPY,31.0625814173
H4,50,2025.09.16 12:00,CHF,79.2598330004
H4,50,2025.09.16 12:00,CAD,59.6159341178
H4,50,2025.09.16 12:00,AUD,42.5352016722
H4,50,2025.09.16 12:00,NZD,36.8194573567
H4,51,2025.09.16 08:00,USD,29.1404265706
H4,51,2025.09.16 08:00,EUR,69.8697965585
H4,51,2025.09.16 08:00,GBP,54.0090522448
H4,51,2025.09.16 08:00,JPY,55.7056749400
H4,51,2025.09.16 08:00,CHF,69.9079262764
H4,51,2025.09.16 08:00,CAD,48.2643018657
H4,51,2025.09.16 08:00,AUD,31.7403441848
H4,51,2025.09.16 08:00,NZD,41.3624773592
H4,52,2025.09.16 04:00,USD,26.9862847576
H4,52,2025.09.16 04:00,EUR,66.1536265330
H4,52,2025.09.16 04:00,GBP,60.5788439038
H4,52,2025.09.16 04:00,JPY,61.2326248763
H4,52,2025.09.16 04:00,CHF,51.0505158793
H4,52,2025.09.16 04:00,CAD,59.8245398423
H4,52,2025.09.16 04:00,AUD,40.7129816710
H4,52,2025.09.16 04:00,NZD,33.4605825367
H4,53,2025.09.16 00:00,USD,41.6957863906
H4,53,2025.09.16 00:00,EUR,58.3998912736
H4,53,2025.09.16 00:00,GBP,57.4544929185
H4,53,2025.09.16 00:00,JPY,32.8095149951
H4,53,2025.09.16 00:00,CHF,49.8394169566
H4,53,2025.09.16 00:00,CAD,75.1844826053
H4,53,2025.09.16 00:00,AUD,53.8341763024
H4,53,2025.09.16 00:00,NZD,30.7822385580
H4,54,2025.09.15 20:00,USD,32.6470689162
H4,54,2025.09.15 20:00,EUR,39.7334664378
H4,54,2025.09.15 20:00,GBP,43.7034498133
H4,54,2025.09.15 20:00,JPY,36.1424990199
H4,54,2025.09.15 20:00,CHF,59.7654973736
H4,54,2025.09.15 20:00,CAD,78.7829927254
H4,54,2025.09.15 20:00,AUD,57.4292006245
H4,54,2025.09.15 20:00,NZD,51.7958250894
H4,55,2025.09.15 16:00,USD,34.4719221717
H4,55,2025.09.15 16:00,EUR,52.4740915322
H4,55,2025.09.15 16:00,GBP,49.7062879258
H4,55,2025.09.15 16:00,JPY,39.0687880026
H4,55,2025.09.15 16:00,CHF,59.4239324668
H4,55,2025.09.15 16:00,CAD,63.8289499619
H4,55,2025.09.15 16:00,AUD,57.7297185601
H4,55,2025.09.15 16:00,NZD,43.2963093789
H4,56,2025.09.15 12:00,USD,22.7969025136
H4,56,2025.09.15 12:00,EUR,75.5921539966
H4,56,2025.09.15 12:00,GBP,74.6120352376
H4,56,2025.09.15 12:00,JPY,39.1116342406
H4,56,2025.09.15 12:00,CHF,57.2291839663
H4,56,2025.09.15 12:00,CAD,38.1223619586
H4,56,2025.09.15 12:00,AUD,51.5465422224
H4,56,2025.09.15 12:00,NZD,40.9891858643
H4,57,2025.09.15 08:00,USD,37.0972314080
H4,57,2025.09.15 08:00,EUR,54.4599491395
H4,57,2025.09.15 08:00,GBP,77.4129781366
H4,57,2025.09.15 08:00,JPY,43.4772448192
H4,57,2025.09.15 08:00,CHF,47.1488401879
H4,57,2025.09.15 08:00,CAD,44.7595250738
H4,57,2025.09.15 08:00,AUD,55.2732906692
H4,57,2025.09.15 08:00,NZD,40.3709405658
H4,58,2025.09.15 04:00,USD,32.3420179487
H4,58,2025.09.15 04:00,EUR,53.8798672771
H4,58,2025.09.15 04:00,GBP,53.6962066071
H4,58,2025.09.15 04:00,JPY,46.8897635872
H4,58,2025.09.15 04:00,CHF,41.1518822223
H4,58,2025.09.15 04:00,CAD,43.4763619539
H4,58,2025.09.15 04:00,AUD,72.2946982712
H4,58,2025.09.15 04:00,NZD,56.2692021325
H4,59,2025.09.15 00:00,USD,46.8506021806
H4,59,2025.09.15 00:00,EUR,48.5892575203
H4,59,2025.09.15 00:00,GBP,47.3802153163
H4,59,2025.09.15 00:00,JPY,42.9228487902
H4,59,2025.09.15 00:00,CHF,48.6091625152
H4,59,2025.09.15 00:00,CAD,54.7464850102
H4,59,2025.09.15 00:00,AUD,67.3337383044
H4,59,2025.09.15 00:00,NZD,43.5676903628
H4,60,2025.09.12 20:00,USD,37.7427209498
H4,60,2025.09.12 20:00,EUR,54.6357911793
H4,60,2025.09.12 20:00,GBP,40.2297394902
H4,60,2025.09.12 20:00,JPY,46.3846734197
H4,60,2025.09.12 20:00,CHF,64.3337542256
H4,60,2025.09.12 20:00,CAD,41.9619120487
H4,60,2025.09.12 20:00,AUD,60.9884239708
H4,60,2025.09.12 20:00,NZD,53.7229847158
H4,61,2025.09.12 16:00,USD,43.9902719325
H4,61,2025.09.12 16:00,EUR,53.0384308377
H4,61,2025.09.12 16:00,GBP,61.3724420224
H4,61,2025.09.12 16:00,JPY,44.5893097952
H4,61,2025.09.12 16:00,CHF,56.1917861394
H4,61,2025.09.12 16:00,CAD,36.1830873836
H4,61,2025.09.12 16:00,AUD,53.6094851652
H4,61,2025.09.12 16:00,NZD,51.0251867239
H4,62,2025.09.12 12:00,USD,56.0927403449
H4,62,2025.09.12 12:00,EUR,49.6816948761
H4,62,2025.09.12 12:00,GBP,58.5640085042
H4,62,2025.09.12 12:00,JPY,32.9058371684
H4,62,2025.09.12 12:00,CHF,40.1198303215
H4,62,2025.09.12 12:00,CAD,64.8316067884
H4,62,2025.09.12 12:00,AUD,55.6917402534
H4,62,2025.09.12 12:00,NZD,42.1125417431
H4,63,2025.09.12 08:00,USD,60.5786222458
H4,63,2025.09.12 08:00,EUR,61.4160126853
H4,63,2025.09.12 08:00,GBP,46.3835117362
H4,63,2025.09.12 08:00,JPY,19.3479345438
H4,63,2025.09.12 08:00,CHF,51.0304617381
H4,63,2025.09.12 08:00,CAD,56.0665519798
H4,63,2025.09.12 08:00,AUD,62.0812417334
H4,63,2025.09.12 08:00,NZD,43.0956633375
H4,64,2025.09.12 04:00,USD,55.2656030694
H4,64,2025.09.12 04:00,EUR,55.1727607980
H4,64,2025.09.12 04:00,GBP,48.4476695254
H4,64,2025.09.12 04:00,JPY,28.6677925896
H4,64,2025.09.12 04:00,CHF,38.1937130650
H4,64,2025.09.12 04:00,CAD,45.9457052957
H4,64,2025.09.12 04:00,AUD,67.5535423613
H4,64,2025.09.12 04:00,NZD,60.7532132957
H4,65,2025.09.12 00:00,USD,41.9804918804
H4,65,2025.09.12 00:00,EUR,48.3974943862
H4,65,2025.09.12 00:00,GBP,54.2770837572
H4,65,2025.09.12 00:00,JPY,35.1485038330
H4,65,2025.09.12 00:00,CHF,39.1942881089
H4,65,2025.09.12 00:00,CAD,35.9538518885
H4,65,2025.09.12 00:00,AUD,79.7552530194
H4,65,2025.09.12 00:00,NZD,65.2930331264
H4,66,2025.09.11 20:00,USD,32.8592053439
H4,66,2025.09.11 20:00,EUR,40.1060659089
H4,66,2025.09.11 20:00,GBP,48.6555969217
H4,66,2025.09.11 20:00,JPY,42.0081648818
H4,66,2025.09.11 20:00,CHF,51.7730331266
H4,66,2025.09.11 20:00,CAD,41.8970513798
H4,66,2025.09.11 20:00,AUD,71.3097009114
H4,66,2025.09.11 20:00,NZD,71.3911815259
H4,67,2025.09.11 16:00,USD,28.0446557474
H4,67,2025.09.11 16:00,EUR,44.7368973454
H4,67,2025.09.11 16:00,GBP,52.4588854608
H4,67,2025.09.11 16:00,JPY,50.8738689626
H4,67,2025.09.11 16:00,CHF,39.1261913633
H4,67,2025.09.11 16:00,CAD,33.0751182683
H4,67,2025.09.11 16:00,AUD,80.8327811663
H4,67,2025.09.11 16:00,NZD,70.8516016858
H4,68,2025.09.11 12:00,USD,42.2118976805
H4,68,2025.09.11 12:00,EUR,50.2011168159
H4,68,2025.09.11 12:00,GBP,58.7186514007
H4,68,2025.09.11 12:00,JPY,40.5160105777
H4,68,2025.09.11 12:00,CHF,39.3539998798
H4,68,2025.09.11 12:00,CAD,39.1335197592
H4,68,2025.09.11 12:00,AUD,69.4235882129
H4,68,2025.09.11 12:00,NZD,60.4412156733
H4,69,2025.09.11 08:00,USD,73.2597461612
H4,69,2025.09.11 08:00,EUR,51.9790235357
H4,69,2025.09.11 08:00,GBP,47.7712051652
H4,69,2025.09.11 08:00,JPY,29.6504649496
H4,69,2025.09.11 08:00,CHF,41.8385352053
H4,69,2025.09.11 08:00,CAD,43.7375076968
H4,69,2025.09.11 08:00,AUD,69.2736919729
H4,69,2025.09.11 08:00,NZD,42.4898253133
H4,70,2025.09.11 04:00,USD,57.0748830149
H4,70,2025.09.11 04:00,EUR,51.3408157889
H4,70,2025.09.11 04:00,GBP,54.3346770708
H4,70,2025.09.11 04:00,JPY,49.8470786601
H4,70,2025.09.11 04:00,CHF,40.3008387093
H4,70,2025.09.11 04:00,CAD,34.3817394730
H4,70,2025.09.11 04:00,AUD,61.1559056965
H4,70,2025.09.11 04:00,NZD,51.5640615865
H4,71,2025.09.11 00:00,USD,61.6080743625
H4,71,2025.09.11 00:00,EUR,47.2697098907
H4,71,2025.09.11 00:00,GBP,57.7360540326
H4,71,2025.09.11 00:00,JPY,46.0207945954
H4,71,2025.09.11 00:00,CHF,33.0245454173
H4,71,2025.09.11 00:00,CAD,41.0644317195
H4,71,2025.09.11 00:00,AUD,63.6514995404
H4,71,2025.09.11 00:00,NZD,49.6248904417
H4,72,2025.09.10 20:00,USD,59.9839633920
H4,72,2025.09.10 20:00,EUR,30.9286408939
H4,72,2025.09.10 20:00,GBP,47.2947504625
H4,72,2025.09.10 20:00,JPY,60.1675236443
H4,72,2025.09.10 20:00,CHF,40.4419847905
H4,72,2025.09.10 20:00,CAD,42.2344896444
H4,72,2025.09.10 20:00,AUD,66.6078516293
H4,72,2025.09.10 20:00,NZD,52.3407955430
H4,73,2025.09.10 16:00,USD,50.8961998679
H4,73,2025.09.10 16:00,EUR,40.4115179157
H4,73,2025.09.10 16:00,GBP,49.4060239763
H4,73,2025.09.10 16:00,JPY,53.3220467196
H4,73,2025.09.10 16:00,CHF,28.3414665178
H4,73,2025.09.10 16:00,CAD,36.2610172767
H4,73,2025.09.10 16:00,AUD,75.8090043714
H4,73,2025.09.10 16:00,NZD,65.5527233547
H4,74,2025.09.10 12:00,USD,50.3815257355
H4,74,2025.09.10 12:00,EUR,37.3311552163
H4,74,2025.09.10 12:00,GBP,58.0246838658
H4,74,2025.09.10 12:00,JPY,41.8525198483
H4,74,2025.09.10 12:00,CHF,30.7177317968
H4,74,2025.09.10 12:00,CAD,35.5017413568
H4,74,2025.09.10 12:00,AUD,79.7682710250
H4,74,2025.09.10 12:00,NZD,66.4223711556
H4,75,2025.09.10 08:00,USD,60.3361026880
H4,75,2025.09.10 08:00,EUR,32.4473360484
H4,75,2025.09.10 08:00,GBP,45.8995831806
H4,75,2025.09.10 08:00,JPY,43.8446544808
H4,75,2025.09.10 08:00,CHF,41.6313178905
H4,75,2025.09.10 08:00,CAD,44.4585409443
H4,75,2025.09.10 08:00,AUD,65.4494295993
H4,75,2025.09.10 08:00,NZD,65.9330351682
H4,76,2025.09.10 04:00,USD,39.0941781474
H4,76,2025.09.10 04:00,EUR,39.4040786171
H4,76,2025.09.10 04:00,GBP,55.1636468635
H4,76,2025.09.10 04:00,JPY,43.3778299898
H4,76,2025.09.10 04:00,CHF,39.4050200489
H4,76,2025.09.10 04:00,CAD,36.7777625983
H4,76,2025.09.10 04:00,AUD,75.2361969554
H4,76,2025.09.10 04:00,NZD,71.5412867796
H4,77,2025.09.10 00:00,USD,55.8603915479
H4,77,2025.09.10 00:00,EUR,29.6240542733
H4,77,2025.09.10 00:00,GBP,54.9591380578
H4,77,2025.09.10 00:00,JPY,51.1188380949
H4,77,2025.09.10 00:00,CHF,40.8178905133
H4,77,2025.09.10 00:00,CAD,34.2999822604
H4,77,2025.09.10 00:00,AUD,69.8739517699
H4,77,2025.09.10 00:00,NZD,63.4457534826
H4,78,2025.09.09 20:00,USD,56.3646084500
H4,78,2025.09.09 20:00,EUR,32.4654511211
H4,78,2025.09.09 20:00,GBP,48.6972701674
H4,78,2025.09.09 20:00,JPY,56.1061006203
H4,78,2025.09.09 20:00,CHF,54.0269548665
H4,78,2025.09.09 20:00,CAD,42.9658727210
H4,78,2025.09.09 20:00,AUD,52.8077639317
H4,78,2025.09.09 20:00,NZD,56.5659781219
H4,79,2025.09.09 16:00,USD,55.9794249321
H4,79,2025.09.09 16:00,EUR,40.5645955981
H4,79,2025.09.09 16:00,GBP,53.4322115594
H4,79,2025.09.09 16:00,JPY,47.3953979154
H4,79,2025.09.09 16:00,CHF,41.4290825917
H4,79,2025.09.09 16:00,CAD,49.1886870347
H4,79,2025.09.09 16:00,AUD,59.2225491614
H4,79,2025.09.09 16:00,NZD,52.7880512072
H4,80,2025.09.09 12:00,USD,49.5021261699
H4,80,2025.09.09 12:00,EUR,32.7851942627
H4,80,2025.09.09 12:00,GBP,52.6173296876
H4,80,2025.09.09 12:00,JPY,68.1090259938
H4,80,2025.09.09 12:00,CHF,44.4791617099
H4,80,2025.09.09 12:00,CAD,35.7206916318
H4,80,2025.09.09 12:00,AUD,52.8739817762
H4,80,2025.09.09 12:00,NZD,63.9124887681
D1,1,2025.09.25 00:00,USD,76.5697525237
D1,1,2025.09.25 00:00,EUR,54.2140221195
D1,1,2025.09.25 00:00,GBP,35.4987405133
D1,1,2025.09.25 00:00,JPY,35.3168928974
D1,1,2025.09.25 00:00,CHF,64.0543198915
D1,1,2025.09.25 00:00,CAD,56.5749030684
D1,1,2025.09.25 00:00,AUD,54.0444195861
D1,1,2025.09.25 00:00,NZD,23.7269494001
D1,2,2025.09.24 00:00,USD,69.6366378164
D1,2,2025.09.24 00:00,EUR,55.9792688685
D1,2,2025.09.24 00:00,GBP,44.0963841914
D1,2,2025.09.24 00:00,JPY,31.6372303276
D1,2,2025.09.24 00:00,CHF,67.2834436718
D1,2,2025.09.24 00:00,CAD,44.2879452649
D1,2,2025.09.24 00:00,AUD,63.4023758211
D1,2,2025.09.24 00:00,NZD,23.6767140383
D1,3,2025.09.23 00:00,USD,47.6580410134
D1,3,2025.09.23 00:00,EUR,71.0487669918
D1,3,2025.09.23 00:00,GBP,49.8600007047
D1,3,2025.09.23 00:00,JPY,47.2590549182
D1,3,2025.09.23 00:00,CHF,68.9726727787
D1,3,2025.09.23 00:00,CAD,37.1405761009
D1,3,2025.09.23 00:00,AUD,51.1623964098
D1,3,2025.09.23 00:00,NZD,26.8984910825
D1,4,2025.09.22 00:00,USD,46.0555158234
D1,4,2025.09.22 00:00,EUR,73.4879561735
D1,4,2025.09.22 00:00,GBP,42.7994456082
D1,4,2025.09.22 00:00,JPY,46.5862615958
D1,4,2025.09.22 00:00,CHF,66.0390257634
D1,4,2025.09.22 00:00,CAD,37.5714298009
D1,4,2025.09.22 00:00,AUD,53.1298572658
D1,4,2025.09.22 00:00,NZD,34.3305079689
D1,5,2025.09.19 00:00,USD,57.1922423373
D1,5,2025.09.19 00:00,EUR,59.0890026040
D1,5,2025.09.19 00:00,GBP,31.9006719089
D1,5,2025.09.19 00:00,JPY,49.9038530573
D1,5,2025.09.19 00:00,CHF,58.2307741587
D1,5,2025.09.19 00:00,CAD,63.0168103053
D1,5,2025.09.19 00:00,AUD,51.1471746658
D1,5,2025.09.19 00:00,NZD,29.5194709627
D1,6,2025.09.18 00:00,USD,54.5741330138
D1,6,2025.09.18 00:00,EUR,66.4444754578
D1,6,2025.09.18 00:00,GBP,50.3176169580
D1,6,2025.09.18 00:00,JPY,29.6254956338
D1,6,2025.09.18 00:00,CHF,62.9908592492
D1,6,2025.09.18 00:00,CAD,55.5563220461
D1,6,2025.09.18 00:00,AUD,53.0571500573
D1,6,2025.09.18 00:00,NZD,27.4339475840
D1,7,2025.09.17 00:00,USD,41.1212737307
D1,7,2025.09.17 00:00,EUR,54.2837194172
D1,7,2025.09.17 00:00,GBP,52.9229021090
D1,7,2025.09.17 00:00,JPY,43.4644374814
D1,7,2025.09.17 00:00,CHF,69.8312001484
D1,7,2025.09.17 00:00,CAD,36.5566346646
D1,7,2025.09.17 00:00,AUD,52.4069712359
D1,7,2025.09.17 00:00,NZD,49.4128612127
D1,8,2025.09.16 00:00,USD,18.6336628695
D1,8,2025.09.16 00:00,EUR,65.2566367760
D1,8,2025.09.16 00:00,GBP,44.1778310655
D1,8,2025.09.16 00:00,JPY,45.8644896115
D1,8,2025.09.16 00:00,CHF,75.3295057304
D1,8,2025.09.16 00:00,CAD,42.0597033724
D1,8,2025.09.16 00:00,AUD,57.3670212130
D1,8,2025.09.16 00:00,NZD,51.3111493617
D1,9,2025.09.15 00:00,USD,25.7349102864
D1,9,2025.09.15 00:00,EUR,50.9193330647
D1,9,2025.09.15 00:00,GBP,56.5039126874
D1,9,2025.09.15 00:00,JPY,35.5179439488
D1,9,2025.09.15 00:00,CHF,54.5865636203
D1,9,2025.09.15 00:00,CAD,50.2819388670
D1,9,2025.09.15 00:00,AUD,70.6716402079
D1,9,2025.09.15 00:00,NZD,55.7837573174
D1,10,2025.09.12 00:00,USD,36.5430215560
D1,10,2025.09.12 00:00,EUR,55.0090188858
D1,10,2025.09.12 00:00,GBP,50.5254340108
D1,10,2025.09.12 00:00,JPY,30.4051618903
D1,10,2025.09.12 00:00,CHF,57.5421795239
D1,10,2025.09.12 00:00,CAD,37.1799415713
D1,10,2025.09.12 00:00,AUD,75.3951402707
D1,10,2025.09.12 00:00,NZD,57.4001022913
D1,11,2025.09.11 00:00,USD,26.6025952787
D1,11,2025.09.11 00:00,EUR,48.1728204866
D1,11,2025.09.11 00:00,GBP,50.5830473799
D1,11,2025.09.11 00:00,JPY,34.4967457310
D1,11,2025.09.11 00:00,CHF,56.1396151569
D1,11,2025.09.11 00:00,CAD,32.3443844851
D1,11,2025.09.11 00:00,AUD,79.1755304127
D1,11,2025.09.11 00:00,NZD,72.4852610691
D1,12,2025.09.10 00:00,USD,43.3551019015
D1,12,2025.09.10 00:00,EUR,39.2028972021
D1,12,2025.09.10 00:00,GBP,49.5054072342
D1,12,2025.09.10 00:00,JPY,41.8291992272
D1,12,2025.09.10 00:00,CHF,47.7247561665
D1,12,2025.09.10 00:00,CAD,28.7213377182
D1,12,2025.09.10 00:00,AUD,81.3187947429
D1,12,2025.09.10 00:00,NZD,68.3425058075
D1,13,2025.09.09 00:00,USD,37.6617490423
D1,13,2025.09.09 00:00,EUR,42.7073345851
D1,13,2025.09.09 00:00,GBP,49.8469423081
D1,13,2025.09.09 00:00,JPY,55.3919550960
D1,13,2025.09.09 00:00,CHF,55.4637740559
D1,13,2025.09.09 00:00,CAD,29.8470308344
D1,13,2025.09.09 00:00,AUD,68.0250550502
D1,13,2025.09.09 00:00,NZD,61.0561590281
D1,14,2025.09.08 00:00,USD,31.2785639615
D1,14,2025.09.08 00:00,EUR,57.8531872123
D1,14,2025.09.08 00:00,GBP,43.7001845472
D1,14,2025.09.08 00:00,JPY,27.0526281153
D1,14,2025.09.08 00:00,CHF,73.2759324600
D1,14,2025.09.08 00:00,CAD,35.3267050381
D1,14,2025.09.08 00:00,AUD,67.1128310986
D1,14,2025.09.08 00:00,NZD,64.3999675670
D1,15,2025.09.05 00:00,USD,31.5957248399
D1,15,2025.09.05 00:00,EUR,58.2687021093
D1,15,2025.09.05 00:00,GBP,44.4459385785
D1,15,2025.09.05 00:00,JPY,49.6400215281
D1,15,2025.09.05 00:00,CHF,73.9553925980
D1,15,2025.09.05 00:00,CAD,28.3509820092
D1,15,2025.09.05 00:00,AUD,62.5182358421
D1,15,2025.09.05 00:00,NZD,51.2250024949
D1,16,2025.09.04 00:00,USD,62.3174973566
D1,16,2025.09.04 00:00,EUR,58.4320407753
D1,16,2025.09.04 00:00,GBP,52.7537814932
D1,16,2025.09.04 00:00,JPY,39.4679323071
D1,16,2025.09.04 00:00,CHF,53.4173676589
D1,16,2025.09.04 00:00,CAD,47.7810813629
D1,16,2025.09.04 00:00,AUD,54.1934264229
D1,16,2025.09.04 00:00,NZD,31.6368726232
D1,17,2025.09.03 00:00,USD,52.3395679215
D1,17,2025.09.03 00:00,EUR,50.7750117236
D1,17,2025.09.03 00:00,GBP,39.5110319663
D1,17,2025.09.03 00:00,JPY,38.3053163898
D1,17,2025.09.03 00:00,CHF,50.6092604945
D1,17,2025.09.03 00:00,CAD,45.4928379721
D1,17,2025.09.03 00:00,AUD,75.2952201931
D1,17,2025.09.03 00:00,NZD,47.6717533391
D1,18,2025.09.02 00:00,USD,65.4480718276
D1,18,2025.09.02 00:00,EUR,48.3553519001
D1,18,2025.09.02 00:00,GBP,30.6554605526
D1,18,2025.09.02 00:00,JPY,27.3349667568
D1,18,2025.09.02 00:00,CHF,61.1898431573
D1,18,2025.09.02 00:00,CAD,64.7884364306
D1,18,2025.09.02 00:00,AUD,61.7010236346
D1,18,2025.09.02 00:00,NZD,40.5268457404
D1,19,2025.09.01 00:00,USD,31.9713973431
D1,19,2025.09.01 00:00,EUR,59.3265954928
D1,19,2025.09.01 00:00,GBP,60.5115321401
D1,19,2025.09.01 00:00,JPY,35.9163846372
D1,19,2025.09.01 00:00,CHF,57.4365632395
D1,19,2025.09.01 00:00,CAD,41.5889376543
D1,19,2025.09.01 00:00,AUD,67.8899994408
D1,19,2025.09.01 00:00,NZD,45.3585900522
D1,20,2025.08.29 00:00,USD,35.2648201452
D1,20,2025.08.29 00:00,EUR,48.2319298504
D1,20,2025.08.29 00:00,GBP,40.5355078272
D1,20,2025.08.29 00:00,JPY,48.8994865037
D1,20,2025.08.29 00:00,CHF,63.2264088342
