tf,bar_time,currency,S,vel3,vel6,vel12,acel6,pers12,efic12
H1,2026.01.16 14:00,JPY,53.8095238095,-3.8095238095,2.3809523810,6.6666666667,-1.9047619048,0.4166666667,0.0551181102
H1,2026.01.16 14:00,CHF,63.8095238095,3.3333333333,0.4761904762,34.2857142857,-33.3333333333,0.5000000000,0.3870967742
H1,2026.01.16 14:00,CAD,46.6666666667,9.5238095238,-0.4761904762,-0.4761904762,-0.4761904762,0.4545454545,0.0061349693
H1,2026.01.16 14:00,AUD,25.7142857143,-17.6190476190,-15.7142857143,-31.4285714286,-0.0000000000,0.5833333333,0.3142857143
H1,2026.01.16 14:00,NZD,51.9047619048,-10.9523809524,-19.5238095238,-20.9523809524,-18.0952380952,0.6666666667,0.3098591549
H4,2026.01.16 08:00,USD,47.1428571429,-10.0000000000,-5.7142857143,-8.0952380952,-3.3333333333,0.5000000000,0.0729613734
H4,2026.01.16 08:00,EUR,30.9523809524,-6.1904761905,-3.3333333333,-21.9047619048,15.2380952381,0.5000000000,0.2584269663
H4,2026.01.16 08:00,GBP,46.1904761905,20.4761904762,-10.4761904762,-25.7142857143,4.7619047619,0.3333333333,0.2389380531
H4,2026.01.16 08:00,JPY,70.0000000000,5.7142857143,11.4285714286,20.0000000000,2.8571428571,0.4166666667,0.2164948454
H4,2026.01.16 08:00,CHF,44.2857142857,5.7142857143,5.2380952381,22.3809523810,-11.9047619048,0.5833333333,0.1760299625
H4,2026.01.16 08:00,CAD,36.1904761905,-25.2380952381,2.8571428571,-8.5714285714,14.2857142857,0.2500000000,0.0756302521
H4,2026.01.16 08:00,AUD,55.7142857143,-8.0952380952,-9.5238095238,4.2857142857,-23.3333333333,0.6666666667,0.0352941176
H4,2026.01.16 08:00,NZD,69.5238095238,17.6190476190,9.5238095238,17.6190476190,1.4285714286,0.6666666667,0.1510204082
D1,2026.01.15 00:00,USD,70.0000000000,20.4761904762,3.8095238095,27.6190476190,-20.0000000000,0.6666666667,0.2283464567
D1,2026.01.15 00:00,EUR,37.1428571429,-6.1904761905,-1.9047619048,-9.0476190476,5.2380952381,0.5000000000,0.1258278146
D1,2026.01.15 00:00,GBP,40.4761904762,-28.5714285714,-10.4761904762,-24.7619047619,3.8095238095,0.6666666667,0.1857142857
D1,2026.01.15 00:00,JPY,43.3333333333,22.8571428571,-9.0476190476,-3.3333333333,-14.7619047619,0.5454545455,0.0305676856
D1,2026.01.15 00:00,CHF,30.9523809524,-20.9523809524,-11.9047619048,-33.3333333333,9.5238095238,0.5833333333,0.4430379747
D1,2026.01.15 00:00,CAD,49.0476190476,19.0476190476,24.2857142857,-2.8571428571,51.4285714286,0.4166666667,0.0297029703
D1,2026.01.15 00:00,AUD,76.1904761905,7.1428571429,3.8095238095,22.3809523810,-14.7619047619,0.4166666667,0.1473354232
D1,2026.01.15 00:00,NZD,52.8571428571,-13.8095238095,1.4285714286,23.3333333333,-20.4761904762,0.6363636364,0.1821561338
M30,2026.01.09 14:30,USD,70.0000000000,17.6190476190,-10.0000000000,-4.7619047619,-15.2380952381,0.5000000000,0.0431034483
M30,2026.01.09 14:30,EUR,57.6190476190,14.7619047619,4.7619047619,6.6666666667,2.8571428571,0.6666666667,0.0721649485
M30,2026.01.09 14:30,GBP,67.1428571429,27.1428571429,23.3333333333,2.3809523810,44.2857142857,0.4545454545,0.0228310502
M30,2026.01.09 14:30,JPY,47.1428571429,1.4285714286,20.0000000000,10.0000000000,30.0000000000,0.5454545455,0.1173184358
M30,2026.01.09 14:30,CHF,50.4761904762,-4.7619047619,-7.6190476190,0.9523809524,-16.1904761905,0.5833333333,0.0113636364
M30,2026.01.09 14:30,CAD,43.3333333333,-21.4285714286,-20.9523809524,-16.1904761905,-25.7142857143,0.6666666667,0.1770833333
M30,2026.01.09 14:30,AUD,30.4761904762,-31.4285714286,-13.8095238095,0.0000000000,-27.6190476190,0.6666666667,0.0000000000
M30,2026.01.09 14:30,NZD,33.8095238095,-3.3333333333,4.2857142857,0.9523809524,7.6190476190,0.4166666667,0.0131578947
H1,2026.01.09 14:00,USD,74.2857142857,4.2857142857,6.1904761905,10.9523809524,1.4285714286,0.5833333333,0.1678832117
H1,2026.01.09 14:00,EUR,59.0476190476,3.3333333333,6.1904761905,14.2857142857,-1.9047619048,0.5833333333,0.1973684211
H1,2026.01.09 14:00,GBP,62.3809523810,20.9523809524,3.3333333333,0.9523809524,5.7142857143,0.4545454545,0.0095238095
H1,2026.01.09 14:00,JPY,42.8571428571,17.6190476190,14.7619047619,16.1904761905,13.3333333333,0.4166666667,0.2073170732
H1,2026.01.09 14:00,CHF,53.3333333333,-6.6666666667,0.4761904762,8.0952380952,-7.1428571429,0.5000000000,0.0723404255
H1,2026.01.09 14:00,CAD,51.9047619048,-12.8571428571,-14.7619047619,-9.0476190476,-20.4761904762,0.5000000000,0.1496062992
H1,2026.01.09 14:00,AUD,28.0952380952,-22.8571428571,-14.7619047619,-32.8571428571,3.3333333333,0.5833333333,0.1965811966
H1,2026.01.09 14:00,NZD,28.0952380952,-3.8095238095,-1.4285714286,-8.5714285714,5.7142857143,0.5833333333,0.0918367347
H4,2026.01.09 08:00,USD,80.0000000000,15.7142857143,6.6666666667,25.7142857143,-12.3809523810,0.5000000000,0.2727272727
H4,2026.01.09 08:00,EUR,58.0952380952,11.9047619048,-2.3809523810,20.9523809524,-25.7142857143,0.4166666667,0.2222222222
H4,2026.01.09 08:00,GBP,47.6190476190,11.4285714286,8.0952380952,5.2380952381,10.9523809524,0.4545454545,0.0547263682
H4,2026.01.09 08:00,JPY,27.6190476190,-38.5714285714,-46.6666666667,-37.6190476190,-55.7142857143,0.5000000000,0.2476489028
H4,2026.01.09 08:00,CHF,54.7619047619,2.3809523810,7.1428571429,23.3333333333,-9.0476190476,0.6666666667,0.1756272401
H4,2026.01.09 08:00,CAD,71.4285714286,24.7619047619,37.1428571429,29.0476190476,45.2380952381,0.5833333333,0.2760180995
H4,2026.01.09 08:00,AUD,37.1428571429,-13.8095238095,-8.0952380952,-22.8571428571,6.6666666667,0.3333333333,0.3037974684
H4,2026.01.09 08:00,NZD,23.3333333333,-13.8095238095,-1.9047619048,-43.8095238095,40.0000000000,0.7272727273,0.5054945055
D1,2026.01.08 00:00,USD,68.0952380952,22.8571428571,19.0476190476,13.8095238095,24.2857142857,0.6666666667,0.1348837209
D1,2026.01.08 00:00,EUR,39.5238095238,3.8095238095,-5.7142857143,-8.5714285714,-2.8571428571,0.5000000000,0.1578947368
D1,2026.01.08 00:00,GBP,58.5714285714,-14.7619047619,10.4761904762,0.9523809524,20.0000000000,0.5000000000,0.0079365079
D1,2026.01.08 00:00,JPY,57.6190476190,13.3333333333,16.6666666667,39.5238095238,-6.1904761905,0.6363636364,0.3502109705
D1,2026.01.08 00:00,CHF,45.2380952381,-6.6666666667,-8.0952380952,-18.5714285714,2.3809523810,0.5833333333,0.2653061224
D1,2026.01.08 00:00,CAD,38.0952380952,8.0952380952,-22.8571428571,-22.8571428571,-22.8571428571,0.5833333333,0.2285714286
D1,2026.01.08 00:00,AUD,58.5714285714,-12.8571428571,-10.0000000000,3.3333333333,-23.3333333333,0.4166666667,0.0249110320
D1,2026.01.08 00:00,NZD,34.2857142857,-13.8095238095,0.4761904762,-7.6190476190,8.5714285714,0.5454545455,0.0666666667
M30,2026.01.02 14:30,USD,70.4761904762,6.1904761905,0.4761904762,3.8095238095,-2.8571428571,0.5000000000,0.0330578512
M30,2026.01.02 14:30,EUR,49.5238095238,3.8095238095,27.6190476190,13.3333333333,41.9047619048,0.5454545455,0.1891891892
M30,2026.01.02 14:30,GBP,39.0476190476,12.8571428571,-4.2857142857,-17.6190476190,9.0476190476,0.5000000000,0.2242424242
M30,2026.01.02 14:30,JPY,49.0476190476,-9.5238095238,-3.3333333333,9.0476190476,-15.7142857143,0.5000000000,0.0781893004
M30,2026.01.02 14:30,CHF,56.1904761905,0.0000000000,25.2380952381,20.9523809524,29.5238095238,0.6666666667,0.1760000000
M30,2026.01.02 14:30,CAD,32.8571428571,-14.2857142857,-15.2380952381,-27.6190476190,-2.8571428571,0.6666666667,0.3020833333
M30,2026.01.02 14:30,AUD,45.2380952381,6.1904761905,-12.8571428571,-23.3333333333,-2.3809523810,0.6666666667,0.2033195021
M30,2026.01.02 14:30,NZD,57.6190476190,-5.2380952381,-17.6190476190,21.4285714286,-56.6666666667,0.5454545455,0.3237410072
H1,2026.01.02 14:00,USD,62.8571428571,1.4285714286,-1.9047619048,34.2857142857,-38.0952380952,0.4166666667,0.4444444444
H1,2026.01.02 14:00,EUR,44.7619047619,20.4761904762,5.2380952381,-14.2857142857,24.7619047619,0.5000000000,0.1785714286
H1,2026.01.02 14:00,GBP,34.7619047619,-6.1904761905,-21.9047619048,-30.4761904762,-13.3333333333,0.4545454545,0.4923076923
H1,2026.01.02 14:00,JPY,42.8571428571,-9.0476190476,6.1904761905,-10.4761904762,22.8571428571,0.5833333333,0.1250000000
H1,2026.01.02 14:00,CHF,59.0476190476,21.9047619048,25.7142857143,3.8095238095,47.6190476190,0.3333333333,0.0370370370
H1,2026.01.02 14:00,CAD,33.3333333333,-10.4761904762,-25.2380952381,1.9047619048,-52.3809523810,0.2500000000,0.0238095238
H1,2026.01.02 14:00,AUD,55.2380952381,-13.3333333333,-16.1904761905,-6.6666666667,-25.7142857143,0.6363636364,0.0886075949
H1,2026.01.02 14:00,NZD,67.1428571429,-4.7619047619,28.0952380952,21.9047619048,34.2857142857,0.5833333333,0.1965811966
H4,2026.01.02 08:00,USD,68.0952380952,7.6190476190,-12.3809523810,14.2857142857,-39.0476190476,0.4545454545,0.1304347826
H4,2026.01.02 08:00,EUR,32.8571428571,-21.4285714286,-24.2857142857,-6.6666666667,-41.9047619048,0.4166666667,0.0555555556
H4,2026.01.02 08:00,GBP,46.6666666667,-20.4761904762,14.2857142857,-23.8095238095,52.3809523810,0.4545454545,0.1748251748
H4,2026.01.02 08:00,JPY,38.5714285714,-18.0952380952,-22.3809523810,-36.6666666667,-8.0952380952,0.5000000000,0.2258064516
H4,2026.01.02 08:00,CHF,33.3333333333,-22.3809523810,2.8571428571,-5.7142857143,11.4285714286,0.4166666667,0.0480000000
H4,2026.01.02 08:00,CAD,53.8095238095,15.2380952381,-15.2380952381,6.1904761905,-36.6666666667,0.5000000000,0.0628019324
H4,2026.01.02 08:00,AUD,75.7142857143,39.5238095238,29.0476190476,26.1904761905,31.9047619048,0.4000000000,0.2657004831
H4,2026.01.02 08:00,NZD,50.9523809524,20.0000000000,28.0952380952,26.1904761905,30.0000000000,0.5833333333,0.2301255230
D1,2025.12.31 00:00,USD,56.1904761905,16.1904761905,25.2380952381,21.9047619048,28.5714285714,0.6666666667,0.1916666667
D1,2025.12.31 00:00,EUR,53.8095238095,11.9047619048,7.1428571429,-6.6666666667,20.9523809524,0.4166666667,0.0886075949
D1,2025.12.31 00:00,GBP,67.1428571429,11.4285714286,4.2857142857,20.4761904762,-11.9047619048,0.5833333333,0.1740890688
D1,2025.12.31 00:00,JPY,40.9523809524,20.9523809524,17.6190476190,10.4761904762,24.7619047619,0.6363636364,0.0687500000
D1,2025.12.31 00:00,CHF,52.8571428571,-4.2857142857,-13.3333333333,-0.9523809524,-25.7142857143,0.5000000000,0.0128205128
D1,2025.12.31 00:00,CAD,57.6190476190,-7.6190476190,2.8571428571,-3.3333333333,9.0476190476,0.4166666667,0.0482758621
D1,2025.12.31 00:00,AUD,49.0476190476,-24.7619047619,-13.3333333333,-3.3333333333,-23.3333333333,0.4166666667,0.0316742081
D1,2025.12.31 00:00,NZD,22.3809523810,-23.8095238095,-30.4761904762,-38.5714285714,-22.3809523810,0.5833333333,0.3417721519
M30,2025.12.24 14:30,USD,76.1904761905,33.8095238095,44.2857142857,35.7142857143,52.8571428571,0.6666666667,0.3363228700
M30,2025.12.24 14:30,EUR,58.5714285714,20.0000000000,13.8095238095,9.0476190476,18.5714285714,0.5833333333,0.0859728507
M30,2025.12.24 14:30,GBP,54.2857142857,21.4285714286,12.8571428571,10.9523809524,14.7619047619,0.5000000000,0.0962343096
M30,2025.12.24 14:30,JPY,34.2857142857,-6.1904761905,0.9523809524,-16.1904761905,18.0952380952,0.4166666667,0.1478260870
M30,2025.12.24 14:30,CHF,45.7142857143,-18.5714285714,-28.0952380952,9.5238095238,-65.7142857143,0.4166666667,0.0751879699
M30,2025.12.24 14:30,CAD,68.5714285714,10.9523809524,12.3809523810,24.7619047619,0.0000000000,0.5454545455,0.2407407407
M30,2025.12.24 14:30,AUD,34.2857142857,-36.1904761905,-30.4761904762,-46.1904761905,-14.7619047619,0.5833333333,0.3427561837
M30,2025.12.24 14:30,NZD,28.0952380952,-25.2380952381,-25.7142857143,-27.6190476190,-23.8095238095,0.5000000000,0.1895424837
H1,2025.12.24 14:00,USD,58.0952380952,26.6666666667,29.5238095238,31.9047619048,27.1428571429,0.5000000000,0.3435897436
H1,2025.12.24 14:00,EUR,43.3333333333,4.2857142857,6.6666666667,-8.0952380952,21.4285714286,0.4166666667,0.1030303030
H1,2025.12.24 14:00,GBP,50.4761904762,-7.6190476190,3.8095238095,1.9047619048,5.7142857143,0.5833333333,0.0178571429
H1,2025.12.24 14:00,JPY,51.4285714286,4.7619047619,-15.2380952381,-6.6666666667,-23.8095238095,0.6363636364,0.0686274510
H1,2025.12.24 14:00,CHF,43.8095238095,-32.3809523810,-2.3809523810,-26.6666666667,21.9047619048,0.5833333333,0.1489361702
H1,2025.12.24 14:00,CAD,71.4285714286,22.8571428571,32.8571428571,22.8571428571,42.8571428571,0.6000000000,0.2926829268
H1,2025.12.24 14:00,AUD,51.4285714286,-0.4761904762,-28.5714285714,0.4761904762,-57.6190476190,0.5833333333,0.0042918455
H1,2025.12.24 14:00,NZD,30.0000000000,-18.0952380952,-26.6666666667,-15.7142857143,-37.6190476190,0.5000000000,0.1304347826
H4,2025.12.24 08:00,USD,28.5714285714,9.5238095238,11.4285714286,-0.9523809524,23.8095238095,0.5833333333,0.0108695652
H4,2025.12.24 08:00,EUR,33.8095238095,-3.8095238095,-7.1428571429,-4.7619047619,-9.5238095238,0.4166666667,0.0649350649
H4,2025.12.24 08:00,GBP,41.9047619048,-11.9047619048,-13.3333333333,-29.0476190476,2.3809523810,0.6666666667,0.3407821229
H4,2025.12.24 08:00,JPY,45.2380952381,10.0000000000,7.6190476190,27.6190476190,-12.3809523810,0.5000000000,0.1847133758
H4,2025.12.24 08:00,CHF,65.7142857143,-5.2380952381,13.8095238095,12.3809523810,15.2380952381,0.4166666667,0.1192660550
H4,2025.12.24 08:00,CAD,50.9523809524,2.8571428571,8.0952380952,4.2857142857,11.9047619048,0.4166666667,0.0508474576
H4,2025.12.24 08:00,AUD,71.4285714286,5.7142857143,-3.3333333333,-4.2857142857,-2.3809523810,0.5833333333,0.0604026846
H4,2025.12.24 08:00,NZD,62.3809523810,-7.1428571429,-17.1428571429,-5.2380952381,-29.0476190476,0.6666666667,0.0880000000
D1,2025.12.23 00:00,USD,20.9523809524,-18.5714285714,-13.8095238095,-13.3333333333,-14.2857142857,0.5000000000,0.1052631579
D1,2025.12.23 00:00,EUR,37.6190476190,-6.1904761905,-21.4285714286,-2.3809523810,-40.4761904762,0.5833333333,0.0279329609
D1,2025.12.23 00:00,GBP,60.4761904762,0.9523809524,10.0000000000,7.1428571429,12.8571428571,0.5000000000,0.0898203593
D1,2025.12.23 00:00,JPY,33.3333333333,-2.8571428571,-19.5238095238,-1.4285714286,-37.6190476190,0.4166666667,0.0102389078
D1,2025.12.23 00:00,CHF,69.0476190476,0.9523809524,25.2380952381,45.7142857143,4.7619047619,0.7500000000,0.5106382979
D1,2025.12.23 00:00,CAD,51.9047619048,-11.9047619048,-15.2380952381,-17.1428571429,-13.3333333333,0.6666666667,0.3272727273
D1,2025.12.23 00:00,AUD,64.7619047619,21.4285714286,13.8095238095,-10.4761904762,38.0952380952,0.4166666667,0.1145833333
D1,2025.12.23 00:00,NZD,61.9047619048,16.1904761905,20.9523809524,-8.0952380952,50.0000000000,0.5833333333,0.0862944162
M30,2025.12.17 14:30,USD,43.3333333333,-28.0952380952,-23.8095238095,-37.6190476190,-10.0000000000,0.6363636364,0.5096774194
M30,2025.12.17 14:30,EUR,60.0000000000,17.1428571429,1.4285714286,26.1904761905,-23.3333333333,0.4166666667,0.2631578947
M30,2025.12.17 14:30,GBP,40.0000000000,0.9523809524,10.4761904762,1.9047619048,19.0476190476,0.6363636364,0.0416666667
M30,2025.12.17 14:30,JPY,32.8571428571,-7.1428571429,-11.9047619048,4.2857142857,-28.0952380952,0.4166666667,0.0720000000
M30,2025.12.17 14:30,CHF,71.9047619048,1.4285714286,21.4285714286,32.3809523810,10.4761904762,0.5833333333,0.3736263736
M30,2025.12.17 14:30,CAD,31.4285714286,-2.8571428571,-30.0000000000,-38.5714285714,-21.4285714286,0.7500000000,0.3951219512
M30,2025.12.17 14:30,AUD,63.3333333333,12.3809523810,15.7142857143,3.3333333333,28.0952380952,0.5000000000,0.0503597122
M30,2025.12.17 14:30,NZD,57.1428571429,6.1904761905,16.6666666667,8.0952380952,25.2380952381,0.5833333333,0.0671936759
H1,2025.12.17 14:00,USD,55.2380952381,-11.9047619048,-27.6190476190,0.0000000000,-55.2380952381,0.5833333333,0.0000000000
H1,2025.12.17 14:00,EUR,50.0000000000,-3.3333333333,19.5238095238,1.4285714286,37.6190476190,0.5000000000,0.0121457490
H1,2025.12.17 14:00,GBP,36.1904761905,3.3333333333,-7.1428571429,-27.6190476190,13.3333333333,0.4166666667,0.2320000000
H1,2025.12.17 14:00,JPY,27.6190476190,-6.1904761905,4.2857142857,-47.6190476190,56.1904761905,0.4166666667,0.3623188406
H1,2025.12.17 14:00,CHF,70.4761904762,19.0476190476,33.3333333333,6.6666666667,60.0000000000,0.5000000000,0.0679611650
H1,2025.12.17 14:00,CAD,37.1428571429,-33.8095238095,-32.8571428571,-3.3333333333,-62.3809523810,0.5000000000,0.0386740331
H1,2025.12.17 14:00,AUD,62.3809523810,13.3333333333,6.1904761905,43.8095238095,-31.4285714286,0.5000000000,0.4070796460
H1,2025.12.17 14:00,NZD,60.9523809524,19.5238095238,4.2857142857,26.6666666667,-18.0952380952,0.5833333333,0.1637426901
H4,2025.12.17 08:00,USD,80.4761904762,29.0476190476,39.5238095238,40.9523809524,38.0952380952,0.5000000000,0.3644067797
H4,2025.12.17 08:00,EUR,49.0476190476,16.1904761905,-17.1428571429,-14.2857142857,-20.0000000000,0.5000000000,0.1764705882
H4,2025.12.17 08:00,GBP,28.0952380952,-35.7142857143,-42.8571428571,-30.9523809524,-54.7619047619,0.6666666667,0.2313167260
H4,2025.12.17 08:00,JPY,46.1904761905,-22.3809523810,-16.1904761905,-30.4761904762,-1.9047619048,0.5833333333,0.3076923077
H4,2025.12.17 08:00,CHF,37.6190476190,-20.0000000000,-2.3809523810,-5.7142857143,0.9523809524,0.5833333333,0.0600000000
H4,2025.12.17 08:00,CAD,70.9523809524,10.9523809524,32.3809523810,21.9047619048,42.8571428571,0.5833333333,0.1916666667
H4,2025.12.17 08:00,AUD,41.9047619048,11.4285714286,3.8095238095,3.3333333333,4.2857142857,0.6666666667,0.0400000000
H4,2025.12.17 08:00,NZD,45.7142857143,10.4761904762,2.8571428571,15.2380952381,-9.5238095238,0.4545454545,0.1538461538
D1,2025.12.16 00:00,USD,29.5238095238,8.5714285714,-11.4285714286,-6.1904761905,-16.6666666667,0.4166666667,0.0734463277
D1,2025.12.16 00:00,EUR,50.9523809524,-10.4761904762,4.2857142857,12.3809523810,-3.8095238095,0.4166666667,0.1547619048
D1,2025.12.16 00:00,GBP,67.6190476190,18.0952380952,12.8571428571,18.0952380952,7.6190476190,0.4166666667,0.2021276596
D1,2025.12.16 00:00,JPY,56.1904761905,17.6190476190,26.1904761905,18.5714285714,33.8095238095,0.5833333333,0.1418181818
D1,2025.12.16 00:00,CHF,51.9047619048,-9.5238095238,23.8095238095,11.9047619048,35.7142857143,0.5000000000,0.1243781095
D1,2025.12.16 00:00,CAD,60.9523809524,2.8571428571,-5.2380952381,-2.8571428571,-7.6190476190,0.5000000000,0.0252100840
D1,2025.12.16 00:00,AUD,41.4285714286,-12.3809523810,-20.0000000000,-19.0476190476,-20.9523809524,0.6666666667,0.2197802198
D1,2025.12.16 00:00,NZD,41.4285714286,-14.7619047619,-30.4761904762,-32.8571428571,-28.0952380952,0.5000000000,0.4693877551
M30,2025.12.10 14:30,USD,44.7619047619,2.3809523810,-2.8571428571,21.9047619048,-27.6190476190,0.5000000000,0.2254901961
M30,2025.12.10 14:30,EUR,46.1904761905,3.3333333333,3.3333333333,-11.9047619048,18.5714285714,0.3333333333,0.1552795031
M30,2025.12.10 14:30,GBP,41.4285714286,-2.3809523810,-9.5238095238,-9.0476190476,-10.0000000000,0.5833333333,0.0822510823
M30,2025.12.10 14:30,JPY,38.5714285714,-8.5714285714,13.8095238095,-8.5714285714,36.1904761905,0.3333333333,0.0967741935
M30,2025.12.10 14:30,CHF,76.1904761905,8.0952380952,26.1904761905,20.0000000000,32.3809523810,0.6666666667,0.1337579618
M30,2025.12.10 14:30,CAD,61.9047619048,10.9523809524,21.4285714286,31.9047619048,10.9523809524,0.8333333333,0.5929203540
M30,2025.12.10 14:30,AUD,43.8095238095,-1.4285714286,-19.5238095238,-26.1904761905,-12.8571428571,0.6666666667,0.2444444444
M30,2025.12.10 14:30,NZD,47.1428571429,-12.3809523810,-32.8571428571,-18.0952380952,-47.6190476190,0.5000000000,0.1310344828
H1,2025.12.10 14:00,USD,30.0000000000,-18.5714285714,-2.3809523810,-26.1904761905,21.4285714286,0.5833333333,0.2736318408
H1,2025.12.10 14:00,EUR,52.3809523810,7.6190476190,-4.7619047619,8.5714285714,-18.0952380952,0.4166666667,0.0937500000
H1,2025.12.10 14:00,GBP,44.7619047619,-3.8095238095,-6.6666666667,-5.7142857143,-7.6190476190,0.4166666667,0.0821917808
H1,2025.12.10 14:00,JPY,38.0952380952,8.5714285714,2.3809523810,-15.7142857143,20.4761904762,0.5833333333,0.1441048035
H1,2025.12.10 14:00,CHF,79.5238095238,21.4285714286,21.9047619048,26.1904761905,17.6190476190,0.5833333333,0.2360515021
H1,2025.12.10 14:00,CAD,54.2857142857,16.1904761905,20.4761904762,10.0000000000,30.9523809524,0.5833333333,0.1409395973
H1,2025.12.10 14:00,AUD,49.0476190476,-14.2857142857,-22.3809523810,-21.4285714286,-23.3333333333,0.5000000000,0.2036199095
H1,2025.12.10 14:00,NZD,51.9047619048,-17.1428571429,-8.5714285714,24.2857142857,-41.4285714286,0.4166666667,0.2417061611
H4,2025.12.10 08:00,USD,41.4285714286,-17.1428571429,1.4285714286,-15.2380952381,18.0952380952,0.3333333333,0.1649484536
H4,2025.12.10 08:00,EUR,49.0476190476,11.9047619048,4.7619047619,-8.5714285714,18.0952380952,0.4166666667,0.0927835052
H4,2025.12.10 08:00,GBP,41.9047619048,8.5714285714,-20.9523809524,9.5238095238,-51.4285714286,0.5000000000,0.0709219858
H4,2025.12.10 08:00,JPY,18.0952380952,-9.0476190476,-6.1904761905,-12.3809523810,-0.0000000000,0.5000000000,0.1300000000
H4,2025.12.10 08:00,CHF,60.4761904762,1.9047619048,23.3333333333,30.0000000000,16.6666666667,0.5000000000,0.2290909091
H4,2025.12.10 08:00,CAD,45.2380952381,-20.0000000000,-18.0952380952,-32.3809523810,-3.8095238095,0.5833333333,0.3505154639
H4,2025.12.10 08:00,AUD,74.7619047619,10.4761904762,10.9523809524,23.3333333333,-1.4285714286,0.4545454545,0.2085106383
H4,2025.12.10 08:00,NZD,69.0476190476,13.3333333333,4.7619047619,5.7142857143,3.8095238095,0.5833333333,0.0468750000
D1,2025.12.09 00:00,USD,44.7619047619,11.4285714286,11.4285714286,-23.3333333333,46.1904761905,0.4166666667,0.3161290323
D1,2025.12.09 00:00,EUR,41.9047619048,-2.3809523810,-14.2857142857,-10.9523809524,-17.6190476190,0.5833333333,0.1216931217
D1,2025.12.09 00:00,GBP,47.6190476190,-17.1428571429,0.4761904762,-10.9523809524,11.9047619048,0.3333333333,0.0987124464
D1,2025.12.09 00:00,JPY,19.0476190476,-28.5714285714,-28.5714285714,-26.1904761905,-30.9523809524,0.5000000000,0.1713395639
D1,2025.12.09 00:00,CHF,37.6190476190,11.9047619048,-1.4285714286,0.9523809524,-3.8095238095,0.5000000000,0.0149253731
D1,2025.12.09 00:00,CAD,59.0476190476,14.7619047619,12.8571428571,7.6190476190,18.0952380952,0.5000000000,0.0620155039
D1,2025.12.09 00:00,AUD,74.7619047619,1.4285714286,15.2380952381,38.0952380952,-7.6190476190,0.6666666667,0.3921568627
D1,2025.12.09 00:00,NZD,75.2380952381,8.5714285714,4.2857142857,24.7619047619,-16.1904761905,0.5000000000,0.3466666667
M30,2025.12.03 14:30,USD,39.5238095238,15.2380952381,8.5714285714,7.6190476190,9.5238095238,0.5000000000,0.0930232558
M30,2025.12.03 14:30,EUR,57.6190476190,3.8095238095,0.0000000000,10.9523809524,-10.9523809524,nan,0.1256830601
M30,2025.12.03 14:30,GBP,80.9523809524,2.3809523810,1.4285714286,4.7619047619,-1.9047619048,0.5833333333,0.0735294118
M30,2025.12.03 14:30,JPY,54.2857142857,0.0000000000,7.6190476190,4.2857142857,10.9523809524,0.4166666667,0.0638297872
M30,2025.12.03 14:30,CHF,52.8571428571,-16.6666666667,15.7142857143,11.4285714286,20.0000000000,0.5000000000,0.0674157303
M30,2025.12.03 14:30,CAD,40.9523809524,-9.5238095238,-27.6190476190,-1.4285714286,-53.8095238095,0.5000000000,0.0124481328
M30,2025.12.03 14:30,AUD,51.9047619048,19.0476190476,2.8571428571,-10.0000000000,15.7142857143,0.5000000000,0.0707070707
M30,2025.12.03 14:30,NZD,21.9047619048,-14.2857142857,-8.5714285714,-27.6190476190,10.4761904762,0.5833333333,0.2761904762
H1,2025.12.03 14:00,USD,28.0952380952,2.3809523810,1.4285714286,2.8571428571,-0.0000000000,0.4545454545,0.0428571429
H1,2025.12.03 14:00,EUR,62.3809523810,6.1904761905,18.0952380952,1.4285714286,34.7619047619,0.4166666667,0.0163934426
H1,2025.12.03 14:00,GBP,82.8571428571,-2.8571428571,13.8095238095,26.1904761905,1.4285714286,0.7500000000,0.2879581152
H1,2025.12.03 14:00,JPY,53.8095238095,5.7142857143,-0.4761904762,9.5238095238,-10.4761904762,0.5000000000,0.0694444444
H1,2025.12.03 14:00,CHF,57.1428571429,13.3333333333,-3.3333333333,-19.0476190476,12.3809523810,0.5833333333,0.1212121212
H1,2025.12.03 14:00,CAD,39.5238095238,-16.6666666667,2.8571428571,-10.9523809524,16.6666666667,0.3333333333,0.1564625850
H1,2025.12.03 14:00,AUD,52.8571428571,-4.7619047619,-5.7142857143,21.4285714286,-32.8571428571,0.5000000000,0.2261306533
H1,2025.12.03 14:00,NZD,23.3333333333,-3.3333333333,-26.6666666667,-31.4285714286,-21.9047619048,0.6666666667,0.2075471698
H4,2025.12.03 08:00,USD,26.1904761905,-8.5714285714,-31.9047619048,-2.8571428571,-60.9523809524,0.6363636364,0.0241935484
H4,2025.12.03 08:00,EUR,53.8095238095,6.1904761905,-12.3809523810,-4.7619047619,-20.0000000000,0.6666666667,0.0561797753
H4,2025.12.03 08:00,GBP,71.9047619048,43.8095238095,34.2857142857,45.7142857143,22.8571428571,0.5454545455,0.3750000000
H4,2025.12.03 08:00,JPY,42.3809523810,-3.3333333333,3.8095238095,-31.4285714286,39.0476190476,0.5000000000,0.3055555556
H4,2025.12.03 08:00,CHF,44.7619047619,-21.4285714286,-9.5238095238,-8.0952380952,-10.9523809524,0.6666666667,0.0677290837
