tf,bar_time,currency,S,vel3,vel6,vel12,acel6,pers12,efic12
H1,2026.05.29 22:00,EUR,39.5238095238,-10.9523809524,0.0000000000,0.9523809524,-0.9523809524,nan,0.0086956522
H1,2026.05.29 22:00,GBP,60.0000000000,9.5238095238,8.0952380952,35.7142857143,-19.5238095238,0.6666666667,0.4237288136
H1,2026.05.29 22:00,JPY,32.3809523810,-11.9047619048,4.2857142857,-24.2857142857,32.8571428571,0.4545454545,0.3469387755
H1,2026.05.29 22:00,CHF,71.9047619048,10.0000000000,10.0000000000,11.9047619048,8.0952380952,0.5833333333,0.0769230769
H1,2026.05.29 22:00,CAD,43.3333333333,18.5714285714,12.8571428571,10.4761904762,15.2380952381,0.5000000000,0.0748299320
H1,2026.05.29 22:00,AUD,57.1428571429,-1.9047619048,-20.9523809524,1.4285714286,-43.3333333333,0.5000000000,0.0153846154
H1,2026.05.29 22:00,NZD,68.5714285714,0.9523809524,-5.7142857143,-10.4761904762,-0.9523809524,0.5000000000,0.1235955056
H4,2026.05.29 16:00,USD,20.0000000000,-26.1904761905,-11.9047619048,-39.5238095238,15.7142857143,0.5454545455,0.3755656109
H4,2026.05.29 16:00,EUR,52.8571428571,16.6666666667,-0.4761904762,0.0000000000,-0.9523809524,0.5000000000,0.0000000000
H4,2026.05.29 16:00,GBP,55.7142857143,20.0000000000,24.7619047619,18.0952380952,31.4285714286,0.5000000000,0.2021276596
H4,2026.05.29 16:00,JPY,31.9047619048,-1.4285714286,-0.9523809524,-10.9523809524,9.0476190476,0.5833333333,0.0901960784
H4,2026.05.29 16:00,CHF,57.6190476190,4.2857142857,-5.7142857143,24.7619047619,-36.1904761905,0.5000000000,0.2500000000
H4,2026.05.29 16:00,CAD,40.9523809524,-19.0476190476,-12.3809523810,-15.2380952381,-9.5238095238,0.5000000000,0.1167883212
H4,2026.05.29 16:00,AUD,66.6666666667,14.2857142857,9.0476190476,24.7619047619,-6.6666666667,0.5833333333,0.2047244094
H4,2026.05.29 16:00,NZD,74.2857142857,-8.5714285714,-2.3809523810,-1.9047619048,-2.8571428571,0.5000000000,0.0217391304
D1,2026.05.28 00:00,USD,47.1428571429,0.9523809524,-7.1428571429,-4.7619047619,-9.5238095238,0.4166666667,0.0282485876
D1,2026.05.28 00:00,EUR,49.5238095238,1.9047619048,11.9047619048,7.1428571429,16.6666666667,0.6666666667,0.1048951049
D1,2026.05.28 00:00,GBP,40.4761904762,-26.6666666667,-13.8095238095,8.0952380952,-35.7142857143,0.5000000000,0.0677290837
D1,2026.05.28 00:00,JPY,31.9047619048,-4.7619047619,-19.5238095238,-17.1428571429,-21.9047619048,0.5000000000,0.2195121951
D1,2026.05.28 00:00,CHF,59.5238095238,-9.0476190476,7.1428571429,11.9047619048,2.3809523810,0.5833333333,0.1173708920
D1,2026.05.28 00:00,CAD,50.0000000000,24.2857142857,1.9047619048,11.4285714286,-7.6190476190,0.5000000000,0.0991735537
D1,2026.05.28 00:00,AUD,45.2380952381,-15.7142857143,-5.7142857143,-22.8571428571,11.4285714286,0.5833333333,0.1371428571
D1,2026.05.28 00:00,NZD,76.1904761905,29.0476190476,25.2380952381,6.1904761905,44.2857142857,0.5000000000,0.0308788599
M30,2026.05.22 22:30,USD,58.0952380952,10.9523809524,24.7619047619,0.4761904762,49.0476190476,0.5000000000,0.0036363636
M30,2026.05.22 22:30,EUR,49.0476190476,-0.4761904762,-8.0952380952,4.2857142857,-20.4761904762,0.5000000000,0.0927835052
M30,2026.05.22 22:30,GBP,61.9047619048,12.3809523810,3.8095238095,-2.3809523810,10.0000000000,0.4166666667,0.0196078431
M30,2026.05.22 22:30,JPY,50.4761904762,13.3333333333,20.4761904762,-7.6190476190,48.5714285714,0.5000000000,0.0869565217
M30,2026.05.22 22:30,CHF,64.7619047619,3.3333333333,-11.9047619048,10.4761904762,-34.2857142857,0.5833333333,0.0982142857
M30,2026.05.22 22:30,CAD,30.4761904762,-21.9047619048,-11.4285714286,-22.8571428571,0.0000000000,0.4166666667,0.1481481481
M30,2026.05.22 22:30,AUD,45.2380952381,-20.4761904762,-9.5238095238,6.1904761905,-25.2380952381,0.5833333333,0.0646766169
M30,2026.05.22 22:30,NZD,40.0000000000,2.8571428571,-8.0952380952,11.4285714286,-27.6190476190,0.5000000000,0.1348314607
H1,2026.05.22 22:00,USD,59.5238095238,17.1428571429,11.9047619048,1.4285714286,22.3809523810,0.4545454545,0.0107526882
H1,2026.05.22 22:00,EUR,55.2380952381,1.4285714286,5.2380952381,3.3333333333,7.1428571429,0.5000000000,0.0518518519
H1,2026.05.22 22:00,GBP,53.3333333333,-4.7619047619,-19.5238095238,-8.5714285714,-30.4761904762,0.5454545455,0.1384615385
H1,2026.05.22 22:00,JPY,52.3809523810,19.0476190476,6.1904761905,8.0952380952,4.2857142857,0.5000000000,0.0755555556
H1,2026.05.22 22:00,CHF,65.2380952381,-16.6666666667,-4.7619047619,-13.8095238095,4.2857142857,0.5833333333,0.1602209945
H1,2026.05.22 22:00,CAD,42.8571428571,10.0000000000,-2.8571428571,-5.7142857143,0.0000000000,0.5000000000,0.0487804878
H1,2026.05.22 22:00,AUD,42.3809523810,-9.5238095238,0.0000000000,11.4285714286,-11.4285714286,nan,0.1100917431
H1,2026.05.22 22:00,NZD,29.0476190476,-16.6666666667,3.8095238095,3.8095238095,3.8095238095,0.4166666667,0.0408163265
H4,2026.05.22 16:00,USD,43.8095238095,-5.7142857143,-22.8571428571,10.4761904762,-56.1904761905,0.5833333333,0.0901639344
H4,2026.05.22 16:00,EUR,49.5238095238,4.2857142857,17.6190476190,12.8571428571,22.3809523810,0.5833333333,0.1491712707
H4,2026.05.22 16:00,GBP,67.1428571429,9.0476190476,22.3809523810,-1.4285714286,46.1904761905,0.4545454545,0.0173410405
H4,2026.05.22 16:00,JPY,28.0952380952,-11.9047619048,-24.7619047619,-17.1428571429,-32.3809523810,0.5000000000,0.1682242991
H4,2026.05.22 16:00,CHF,83.8095238095,21.4285714286,48.5714285714,39.0476190476,58.0952380952,0.6666666667,0.4712643678
H4,2026.05.22 16:00,CAD,22.8571428571,0.4761904762,-13.3333333333,-12.3809523810,-14.2857142857,0.5833333333,0.0921985816
H4,2026.05.22 16:00,AUD,59.0476190476,8.0952380952,-3.3333333333,-3.8095238095,-2.8571428571,0.4166666667,0.0333333333
H4,2026.05.22 16:00,NZD,45.7142857143,-25.7142857143,-24.2857142857,-27.6190476190,-20.9523809524,0.5000000000,0.2301587302
D1,2026.05.21 00:00,USD,62.3809523810,1.9047619048,9.5238095238,15.2380952381,3.8095238095,0.6666666667,0.0898876404
D1,2026.05.21 00:00,EUR,36.1904761905,-10.0000000000,4.7619047619,5.7142857143,3.8095238095,0.5833333333,0.0810810811
D1,2026.05.21 00:00,GBP,49.5238095238,-0.9523809524,6.6666666667,-1.4285714286,14.7619047619,0.4166666667,0.0109890110
D1,2026.05.21 00:00,JPY,48.5714285714,3.8095238095,-0.4761904762,-0.9523809524,-0.0000000000,0.5454545455,0.0090090090
D1,2026.05.21 00:00,CHF,61.9047619048,0.0000000000,17.6190476190,11.9047619048,23.3333333333,0.6666666667,0.1633986928
D1,2026.05.21 00:00,CAD,31.4285714286,-12.8571428571,-7.6190476190,-29.0476190476,13.8095238095,0.4166666667,0.2140350877
D1,2026.05.21 00:00,AUD,49.5238095238,5.2380952381,-33.3333333333,-12.3809523810,-54.2857142857,0.5833333333,0.0872483221
D1,2026.05.21 00:00,NZD,60.4761904762,12.8571428571,2.8571428571,10.9523809524,-5.2380952381,0.5000000000,0.0830324910
M30,2026.05.15 22:30,USD,66.1904761905,-0.9523809524,20.0000000000,-14.2857142857,54.2857142857,0.5000000000,0.1127819549
M30,2026.05.15 22:30,EUR,56.6666666667,11.4285714286,4.2857142857,8.0952380952,0.4761904762,0.5833333333,0.1223021583
M30,2026.05.15 22:30,GBP,31.9047619048,-6.6666666667,-3.8095238095,-14.2857142857,6.6666666667,0.5000000000,0.1304347826
M30,2026.05.15 22:30,JPY,35.2380952381,-21.9047619048,9.0476190476,-13.3333333333,31.4285714286,0.4166666667,0.0958904110
M30,2026.05.15 22:30,CHF,70.4761904762,30.4761904762,27.6190476190,20.9523809524,34.2857142857,0.5000000000,0.1705426357
M30,2026.05.15 22:30,CAD,59.0476190476,14.2857142857,-23.3333333333,-6.6666666667,-40.0000000000,0.3333333333,0.0451612903
M30,2026.05.15 22:30,AUD,46.6666666667,-10.0000000000,-20.0000000000,10.9523809524,-50.9523809524,0.5000000000,0.0987124464
M30,2026.05.15 22:30,NZD,33.8095238095,-16.6666666667,-13.8095238095,8.5714285714,-36.1904761905,0.5454545455,0.0909090909
H1,2026.05.15 22:00,USD,70.0000000000,12.3809523810,-9.5238095238,10.4761904762,-29.5238095238,0.4166666667,0.0643274854
H1,2026.05.15 22:00,EUR,53.3333333333,1.9047619048,4.2857142857,12.3809523810,-3.8095238095,0.6666666667,0.2096774194
H1,2026.05.15 22:00,GBP,30.9523809524,-1.4285714286,-8.5714285714,-24.2857142857,7.1428571429,0.6666666667,0.3128834356
H1,2026.05.15 22:00,JPY,48.5714285714,6.1904761905,-2.3809523810,-17.6190476190,12.8571428571,0.5833333333,0.1298245614
H1,2026.05.15 22:00,CHF,68.0952380952,22.8571428571,15.7142857143,9.5238095238,21.9047619048,0.5000000000,0.0892857143
H1,2026.05.15 22:00,CAD,60.4761904762,-17.6190476190,-0.4761904762,7.6190476190,-8.5714285714,0.5833333333,0.0503144654
H1,2026.05.15 22:00,AUD,36.1904761905,-16.1904761905,-3.8095238095,-9.5238095238,1.9047619048,0.5000000000,0.0680272109
H1,2026.05.15 22:00,NZD,32.3809523810,-8.0952380952,4.7619047619,11.4285714286,-1.9047619048,0.5833333333,0.0909090909
H4,2026.05.15 16:00,USD,75.2380952381,-5.7142857143,-6.1904761905,19.0476190476,-31.4285714286,0.3333333333,0.3571428571
H4,2026.05.15 16:00,EUR,47.1428571429,-2.8571428571,12.8571428571,6.1904761905,19.5238095238,0.5833333333,0.1566265060
H4,2026.05.15 16:00,GBP,24.2857142857,-6.1904761905,3.8095238095,-16.1904761905,23.8095238095,0.6666666667,0.1240875912
H4,2026.05.15 16:00,JPY,51.9047619048,-15.2380952381,-6.1904761905,10.4761904762,-22.8571428571,0.5000000000,0.0924369748
H4,2026.05.15 16:00,CHF,53.8095238095,4.7619047619,2.8571428571,21.4285714286,-15.7142857143,0.5000000000,0.2036199095
H4,2026.05.15 16:00,CAD,79.0476190476,11.4285714286,11.4285714286,32.3809523810,-9.5238095238,0.6666666667,0.3777777778
H4,2026.05.15 16:00,AUD,40.4761904762,9.0476190476,-3.8095238095,-42.3809523810,34.7619047619,0.6666666667,0.3490196078
H4,2026.05.15 16:00,NZD,28.0952380952,4.7619047619,-14.7619047619,-30.9523809524,1.4285714286,0.6666666667,0.2888888889
D1,2026.05.14 00:00,USD,68.0952380952,33.3333333333,45.2380952381,14.7619047619,75.7142857143,0.6363636364,0.0883190883
D1,2026.05.14 00:00,EUR,40.0000000000,-10.9523809524,3.8095238095,-10.4761904762,18.0952380952,0.4545454545,0.1375000000
D1,2026.05.14 00:00,GBP,19.5238095238,-28.0952380952,-21.4285714286,-35.2380952381,-7.6190476190,0.6666666667,0.3008130081
D1,2026.05.14 00:00,JPY,54.2857142857,9.0476190476,-17.1428571429,15.7142857143,-50.0000000000,0.5454545455,0.1200000000
D1,2026.05.14 00:00,CHF,52.3809523810,3.8095238095,0.4761904762,26.6666666667,-25.7142857143,0.6666666667,0.4057971014
D1,2026.05.14 00:00,CAD,49.0476190476,16.6666666667,18.0952380952,0.4761904762,35.7142857143,0.6666666667,0.0039525692
D1,2026.05.14 00:00,AUD,62.8571428571,-8.0952380952,-10.0000000000,-12.3809523810,-7.6190476190,0.4166666667,0.0866666667
D1,2026.05.14 00:00,NZD,53.8095238095,-15.7142857143,-19.0476190476,0.4761904762,-38.5714285714,0.5833333333,0.0043668122
M30,2026.05.08 22:30,USD,43.8095238095,18.5714285714,-12.8571428571,9.0476190476,-34.7619047619,0.4166666667,0.0476190476
M30,2026.05.08 22:30,EUR,55.2380952381,-5.2380952381,3.3333333333,-9.5238095238,16.1904761905,0.5833333333,0.1204819277
M30,2026.05.08 22:30,GBP,62.3809523810,2.3809523810,20.0000000000,-5.2380952381,45.2380952381,0.5000000000,0.0521327014
M30,2026.05.08 22:30,JPY,30.9523809524,-8.0952380952,-15.7142857143,-21.9047619048,-9.5238095238,0.5000000000,0.2473118280
M30,2026.05.08 22:30,CHF,47.6190476190,-30.0000000000,-28.0952380952,-8.5714285714,-47.6190476190,0.5000000000,0.0687022901
M30,2026.05.08 22:30,CAD,34.2857142857,1.9047619048,-3.8095238095,17.1428571429,-24.7619047619,0.4166666667,0.1353383459
M30,2026.05.08 22:30,AUD,65.7142857143,12.8571428571,11.9047619048,6.6666666667,17.1428571429,0.5000000000,0.0686274510
M30,2026.05.08 22:30,NZD,60.0000000000,7.6190476190,25.2380952381,12.3809523810,38.0952380952,0.5833333333,0.0977443609
H1,2026.05.08 22:00,USD,40.4761904762,-6.6666666667,9.5238095238,-14.2857142857,33.3333333333,0.3333333333,0.1515151515
H1,2026.05.08 22:00,EUR,55.7142857143,4.2857142857,-8.5714285714,-4.2857142857,-12.8571428571,0.5833333333,0.0588235294
H1,2026.05.08 22:00,GBP,67.1428571429,13.3333333333,-2.3809523810,5.7142857143,-10.4761904762,0.5000000000,0.0444444444
H1,2026.05.08 22:00,JPY,31.4285714286,-7.6190476190,-26.6666666667,-2.3809523810,-50.9523809524,0.5833333333,0.0318471338
H1,2026.05.08 22:00,CHF,52.3809523810,-20.9523809524,-1.4285714286,-10.4761904762,7.6190476190,0.4166666667,0.0705128205
H1,2026.05.08 22:00,CAD,36.1904761905,8.5714285714,14.2857142857,-0.9523809524,29.5238095238,0.5833333333,0.0067114094
H1,2026.05.08 22:00,AUD,63.3333333333,7.1428571429,5.2380952381,26.6666666667,-16.1904761905,0.5833333333,0.2137404580
H1,2026.05.08 22:00,NZD,53.3333333333,1.9047619048,10.0000000000,0.0000000000,20.0000000000,0.5833333333,0.0000000000
H4,2026.05.08 16:00,USD,40.9523809524,1.4285714286,-14.2857142857,-7.1428571429,-21.4285714286,0.6666666667,0.0678733032
H4,2026.05.08 16:00,EUR,57.6190476190,-1.9047619048,-0.0000000000,6.1904761905,-6.1904761905,0.4166666667,0.1007751938
H4,2026.05.08 16:00,GBP,55.2380952381,11.4285714286,16.6666666667,18.5714285714,14.7619047619,0.6666666667,0.2484076433
H4,2026.05.08 16:00,JPY,43.8095238095,2.8571428571,4.7619047619,-10.9523809524,20.4761904762,0.3333333333,0.1523178808
H4,2026.05.08 16:00,CHF,73.3333333333,18.0952380952,10.9523809524,12.3809523810,9.5238095238,0.5000000000,0.1969696970
H4,2026.05.08 16:00,CAD,24.7619047619,-11.9047619048,-20.9523809524,-6.1904761905,-35.7142857143,0.5454545455,0.0896551724
H4,2026.05.08 16:00,AUD,53.8095238095,-7.1428571429,6.1904761905,2.3809523810,10.0000000000,0.4166666667,0.0248756219
H4,2026.05.08 16:00,NZD,50.4761904762,-12.8571428571,-3.3333333333,-15.2380952381,8.5714285714,0.5000000000,0.1882352941
D1,2026.05.07 00:00,USD,42.3809523810,-11.9047619048,-17.6190476190,-2.3809523810,-32.8571428571,0.4545454545,0.0140056022
D1,2026.05.07 00:00,EUR,37.1428571429,6.6666666667,-10.9523809524,-1.4285714286,-20.4761904762,0.4545454545,0.0162162162
D1,2026.05.07 00:00,GBP,39.0476190476,-7.1428571429,-23.3333333333,0.0000000000,-46.6666666667,0.5000000000,0.0000000000
D1,2026.05.07 00:00,JPY,64.7619047619,-3.3333333333,33.3333333333,37.6190476190,29.0476190476,0.5000000000,0.2677966102
D1,2026.05.07 00:00,CHF,55.2380952381,6.1904761905,15.7142857143,-1.4285714286,32.8571428571,0.5833333333,0.0167597765
D1,2026.05.07 00:00,CAD,35.2380952381,-27.6190476190,-33.8095238095,-27.1428571429,-40.4761904762,0.5000000000,0.2118959108
D1,2026.05.07 00:00,AUD,56.1904761905,3.3333333333,4.7619047619,-7.6190476190,17.1428571429,0.6666666667,0.0583941606
D1,2026.05.07 00:00,NZD,70.0000000000,33.8095238095,31.9047619048,2.3809523810,61.4285714286,0.5000000000,0.0153846154
M30,2026.05.01 22:30,USD,79.5238095238,3.3333333333,14.2857142857,55.2380952381,-26.6666666667,0.7500000000,0.4957264957
M30,2026.05.01 22:30,EUR,37.6190476190,4.7619047619,3.3333333333,-12.3809523810,19.0476190476,0.3333333333,0.1940298507
M30,2026.05.01 22:30,GBP,27.6190476190,3.8095238095,-6.1904761905,-31.9047619048,19.5238095238,0.5454545455,0.3701657459
M30,2026.05.01 22:30,JPY,53.3333333333,20.0000000000,18.0952380952,3.3333333333,32.8571428571,0.5000000000,0.0395480226
M30,2026.05.01 22:30,CHF,46.6666666667,-9.5238095238,-3.3333333333,-5.2380952381,-1.4285714286,0.5000000000,0.0526315789
M30,2026.05.01 22:30,CAD,58.0952380952,-0.4761904762,10.9523809524,34.7619047619,-12.8571428571,0.5454545455,0.6033057851
M30,2026.05.01 22:30,AUD,55.7142857143,-11.4285714286,-15.2380952381,-18.0952380952,-12.3809523810,0.4166666667,0.2317073171
M30,2026.05.01 22:30,NZD,41.4285714286,-10.4761904762,-21.9047619048,-25.7142857143,-18.0952380952,0.6363636364,0.2755102041
H1,2026.05.01 22:00,USD,72.8571428571,14.2857142857,45.2380952381,28.5714285714,61.9047619048,0.6666666667,0.2654867257
H1,2026.05.01 22:00,EUR,39.0476190476,-2.3809523810,-23.8095238095,-13.8095238095,-33.8095238095,0.6666666667,0.1779141104
H1,2026.05.01 22:00,GBP,23.8095238095,-9.0476190476,-40.0000000000,-30.4761904762,-49.5238095238,0.6666666667,0.3368421053
H1,2026.05.01 22:00,JPY,45.7142857143,6.1904761905,-1.4285714286,-10.9523809524,8.0952380952,0.5000000000,0.1270718232
H1,2026.05.01 22:00,CHF,47.1428571429,-7.6190476190,4.2857142857,4.2857142857,4.2857142857,0.2727272727,0.0430622010
H1,2026.05.01 22:00,CAD,52.3809523810,11.9047619048,18.0952380952,-6.6666666667,42.8571428571,0.5000000000,0.0693069307
H1,2026.05.01 22:00,AUD,67.6190476190,-3.3333333333,-0.9523809524,10.9523809524,-12.8571428571,0.5000000000,0.1100478469
H1,2026.05.01 22:00,NZD,51.4285714286,-10.0000000000,-1.4285714286,18.0952380952,-20.9523809524,0.4166666667,0.1844660194
H4,2026.05.01 16:00,USD,36.6666666667,-5.7142857143,13.8095238095,-40.0000000000,67.6190476190,0.4166666667,0.2800000000
H4,2026.05.01 16:00,EUR,42.8571428571,-2.3809523810,10.4761904762,-15.7142857143,36.6666666667,0.3636363636,0.3267326733
H4,2026.05.01 16:00,GBP,40.9523809524,-19.0476190476,-19.5238095238,-13.8095238095,-25.2380952381,0.5000000000,0.1779141104
H4,2026.05.01 16:00,JPY,50.9523809524,-5.2380952381,-25.2380952381,10.9523809524,-61.4285714286,0.6666666667,0.0790378007
H4,2026.05.01 16:00,CHF,62.3809523810,3.3333333333,1.4285714286,11.9047619048,-9.0476190476,0.4545454545,0.1633986928
H4,2026.05.01 16:00,CAD,37.6190476190,-17.6190476190,-11.4285714286,-34.7619047619,11.9047619048,0.6666666667,0.3596059113
H4,2026.05.01 16:00,AUD,63.8095238095,19.0476190476,15.7142857143,39.0476190476,-7.6190476190,0.6666666667,0.5942028986
H4,2026.05.01 16:00,NZD,64.7619047619,27.6190476190,14.7619047619,42.3809523810,-12.8571428571,0.6666666667,0.3955555556
D1,2026.04.30 00:00,USD,27.6190476190,-4.2857142857,-18.5714285714,5.2380952381,-42.3809523810,0.3333333333,0.0421455939
D1,2026.04.30 00:00,EUR,28.5714285714,-7.1428571429,-3.8095238095,-29.0476190476,21.4285714286,0.5833333333,0.2811059908
D1,2026.04.30 00:00,GBP,51.4285714286,-1.4285714286,2.3809523810,-7.1428571429,11.9047619048,0.5000000000,0.0909090909
D1,2026.04.30 00:00,JPY,72.8571428571,40.4761904762,35.7142857143,39.0476190476,32.3809523810,0.5000000000,0.2887323944
D1,2026.04.30 00:00,CHF,51.9047619048,16.6666666667,15.2380952381,-3.8095238095,34.2857142857,0.5000000000,0.0285714286
D1,2026.04.30 00:00,CAD,55.2380952381,-12.3809523810,-2.8571428571,23.3333333333,-29.0476190476,0.4166666667,0.1835205993
D1,2026.04.30 00:00,AUD,60.9523809524,-13.3333333333,-8.5714285714,-8.0952380952,-9.0476190476,0.5000000000,0.0798122066
D1,2026.04.30 00:00,NZD,51.4285714286,-18.5714285714,-19.5238095238,-19.5238095238,-19.5238095238,0.5000000000,0.1301587302
M30,2026.04.24 22:30,USD,34.7619047619,-1.4285714286,12.8571428571,-7.6190476190,33.3333333333,0.5833333333,0.0615384615
M30,2026.04.24 22:30,EUR,43.8095238095,-5.7142857143,-4.7619047619,-21.9047619048,12.3809523810,0.7272727273,0.3484848485
M30,2026.04.24 22:30,GBP,80.9523809524,2.8571428571,5.7142857143,19.0476190476,-7.6190476190,0.5000000000,0.2409638554
M30,2026.04.24 22:30,JPY,31.9047619048,-3.8095238095,-6.6666666667,-15.7142857143,2.3809523810,0.5833333333,0.2024539877
M30,2026.04.24 22:30,CHF,56.6666666667,25.2380952381,9.0476190476,32.3809523810,-14.2857142857,0.5000000000,0.2833333333
M30,2026.04.24 22:30,CAD,46.6666666667,-13.8095238095,6.1904761905,12.3809523810,0.0000000000,0.5833333333,0.1250000000
M30,2026.04.24 22:30,AUD,45.7142857143,-4.7619047619,-14.2857142857,-10.9523809524,-17.6190476190,0.6666666667,0.1121951220
M30,2026.04.24 22:30,NZD,59.5238095238,1.4285714286,-8.0952380952,-7.6190476190,-8.5714285714,0.5833333333,0.0769230769
H1,2026.04.24 22:00,USD,22.8571428571,-1.9047619048,-21.4285714286,-24.7619047619,-18.0952380952,0.5833333333,0.1940298507
H1,2026.04.24 22:00,EUR,47.6190476190,-5.7142857143,-14.2857142857,-17.6190476190,-10.9523809524,0.7500000000,0.1822660099
H1,2026.04.24 22:00,GBP,79.0476190476,9.0476190476,9.5238095238,21.9047619048,-2.8571428571,0.3333333333,0.2072072072
H1,2026.04.24 22:00,JPY,31.4285714286,-12.8571428571,-17.1428571429,-15.2380952381,-19.0476190476,0.5000000000,0.1415929204
H1,2026.04.24 22:00,CHF,52.3809523810,10.0000000000,25.2380952381,17.6190476190,32.8571428571,0.5833333333,0.1066282421
H1,2026.04.24 22:00,CAD,46.6666666667,11.4285714286,10.9523809524,-4.2857142857,26.1904761905,0.3636363636,0.0293159609
H1,2026.04.24 22:00,AUD,53.3333333333,-6.1904761905,7.1428571429,-2.3809523810,16.6666666667,0.4166666667,0.0197628458
H1,2026.04.24 22:00,NZD,66.6666666667,-3.8095238095,0.0000000000,24.7619047619,-24.7619047619,0.4000000000,0.3291139241
H4,2026.04.24 16:00,USD,46.1904761905,-32.3809523810,-19.0476190476,-18.5714285714,-19.5238095238,0.5833333333,0.1287128713
H4,2026.04.24 16:00,EUR,46.6666666667,-7.1428571429,1.9047619048,22.8571428571,-19.0476190476,0.6666666667,0.3287671233
